,Row ID,Ship Date,Product ID,Category,Sub-Category,Product Name,Sales
2335,2336,10/12/2018,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
2336,2337,10/12/2018,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79
2337,2338,23/08/2015,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,25.92
2338,2339,23/08/2015,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,45.92
2339,2340,24/08/2015,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,10.72
2340,2341,15/11/2017,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86
2341,2342,03/01/2016,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2
2342,2343,03/01/2016,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97
2343,2344,30/07/2015,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.552
2344,2345,28/02/2017,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32
2345,2346,18/03/2017,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08
2346,2347,18/03/2017,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272
2347,2348,18/03/2017,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.585
2348,2349,03/12/2018,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024
2349,2350,03/12/2018,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456
2350,2351,03/12/2018,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86
2351,2352,03/12/2018,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47
2352,2353,03/12/2018,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08
2353,2354,02/09/2016,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.8310000000001
2354,2355,02/09/2016,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24
2355,2356,02/09/2016,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51
2356,2357,02/09/2016,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976
2357,2358,21/03/2015,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746
2358,2359,21/03/2015,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.576
2359,2360,21/03/2015,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908
2360,2361,21/03/2015,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,34.86
2361,2362,21/03/2015,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,155.04
2362,2363,20/04/2018,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.71
2363,2364,18/03/2017,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88
2364,2365,18/03/2017,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32
2365,2366,18/03/2017,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0
2366,2367,26/11/2015,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712
2367,2368,13/02/2018,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),23.12
2368,2369,27/09/2017,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.7040000000001
2369,2370,27/09/2017,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.912
2370,2371,09/07/2018,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0
2371,2372,11/07/2017,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288000000000004
2372,2373,11/07/2017,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.6319999999999997
2373,2374,11/07/2017,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688000000000002
2374,2375,11/07/2017,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372
2375,2376,30/01/2018,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67
2376,2377,21/08/2015,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.77600000000001
2377,2378,21/08/2015,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184
2378,2379,11/12/2016,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75
2379,2380,10/05/2017,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216
2380,2381,10/05/2017,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568000000000005
2381,2382,10/05/2017,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.711999999999996
2382,2383,26/03/2018,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04
2383,2384,26/03/2018,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,16.02
2384,2385,26/03/2018,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92
2385,2386,26/03/2018,TEC-PH-10000141,Technology,Phones,Clearsounds A400,211.168
2386,2387,26/03/2018,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98400000000004
2387,2388,15/12/2016,OFF-FA-10001229,Office Supplies,Fasteners,Staples,7.86
2388,2389,15/12/2016,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448
2389,2390,10/12/2016,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48
2390,2391,10/12/2016,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86
2391,2392,10/12/2016,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91
2392,2393,10/12/2016,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92
2393,2394,23/03/2017,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68
2394,2395,19/11/2016,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,37.6
2395,2396,19/11/2016,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9
2396,2397,19/11/2016,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0
2397,2398,16/08/2018,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76
2398,2399,16/08/2018,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68
2399,2400,15/09/2018,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81
2400,2401,15/09/2018,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45
2401,2402,04/04/2018,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2
2402,2403,04/04/2018,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4
2403,2404,03/10/2017,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648
2404,2405,11/10/2018,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91
2405,2406,11/10/2018,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744
2406,2407,11/10/2018,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92
2407,2408,25/01/2018,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2
2408,2409,25/01/2018,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976
2409,2410,25/03/2018,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84
2410,2411,06/08/2015,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68
2411,2412,09/06/2016,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52
2412,2413,16/11/2015,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96
2413,2414,16/11/2015,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064
2414,2415,02/01/2018,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45
2415,2416,11/07/2016,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96
2416,2417,18/10/2018,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0
2417,2418,18/10/2018,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872
2418,2419,28/05/2017,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4
2419,2420,14/11/2018,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56
2420,2421,14/11/2018,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99
2421,2422,23/04/2017,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.37599999999998
2422,2423,23/04/2017,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664
2423,2424,30/12/2018,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,158.928
2424,2425,30/12/2018,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,13.023
2425,2426,30/12/2018,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,273.06
2426,2427,30/12/2018,OFF-FA-10002975,Office Supplies,Fasteners,Staples,39.312
2427,2428,17/06/2017,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344
2428,2429,17/06/2017,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272
2429,2430,17/06/2017,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544
2430,2431,20/05/2018,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48
2431,2432,02/01/2019,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4
2432,2433,01/04/2015,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786
2433,2434,01/06/2018,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368
2434,2435,17/11/2016,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96
2435,2436,17/11/2016,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11
2436,2437,10/07/2018,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85
2437,2438,20/11/2015,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98
2438,2439,20/11/2015,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808
2439,2440,22/07/2018,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904
2440,2441,27/05/2017,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345.0
2441,2442,27/05/2017,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.28599999999997
2442,2443,27/05/2017,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84
2443,2444,27/05/2017,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1
2444,2445,27/05/2017,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88
2445,2446,27/05/2017,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98
2446,2447,01/10/2016,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48
2447,2448,06/11/2017,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,492.835
2448,2449,17/09/2016,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49
2449,2450,10/11/2017,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12
2450,2451,22/03/2018,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75
2451,2452,22/03/2018,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7
2452,2453,22/03/2018,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144
2453,2454,22/03/2018,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06
2454,2455,22/03/2018,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,71.6
2455,2456,22/03/2018,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44
2456,2457,22/03/2018,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31
2457,2458,22/03/2018,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,59.1
2458,2459,22/03/2018,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53
2459,2460,21/08/2018,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84
2460,2461,13/07/2016,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,29.97
2461,2462,13/07/2016,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352
2462,2463,09/12/2018,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92
2463,2464,09/12/2018,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624
2464,2465,09/12/2018,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99
2465,2466,09/12/2018,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15
2466,2467,08/05/2018,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11
2467,2468,08/05/2018,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44
2468,2469,08/05/2018,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4
2469,2470,08/05/2018,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91
2470,2471,28/01/2017,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272
2471,2472,28/01/2017,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.13599999999997
2472,2473,28/01/2017,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.86399999999999
2473,2474,06/11/2017,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584
2474,2475,06/11/2017,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95
2475,2476,06/11/2017,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71
2476,2477,06/11/2017,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48
2477,2478,08/09/2018,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352
2478,2479,19/09/2015,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46
2479,2480,25/06/2018,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.184000000000001
2480,2481,25/06/2018,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,153.584
2481,2482,31/12/2018,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62
2482,2483,03/09/2018,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168
2483,2484,03/09/2018,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75
2484,2485,03/09/2018,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68
2485,2486,03/09/2018,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56
2486,2487,04/01/2016,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52
2487,2488,04/01/2016,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84
2488,2489,04/01/2016,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04
2489,2490,13/10/2016,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96
2490,2491,13/10/2016,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92
2491,2492,15/12/2015,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24
2492,2493,23/11/2015,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81
2493,2494,14/09/2017,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,300.93
2494,2495,14/09/2017,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96
2495,2496,22/06/2015,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84
2496,2497,01/10/2016,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17
2497,2498,01/10/2016,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46
2498,2499,24/05/2017,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584
2499,2500,23/06/2018,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608000000000004
2500,2501,20/06/2018,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224
2501,2502,20/06/2018,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.3040000000000003
2502,2503,20/06/2018,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36
2503,2504,19/11/2017,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38
2504,2505,27/07/2015,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72
2505,2506,27/07/2015,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65
2506,2507,27/07/2015,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,77.92
2507,2508,02/07/2016,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784
2508,2509,08/03/2018,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.77599999999998
2509,2510,08/03/2018,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94
2510,2511,23/11/2017,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
2511,2512,19/04/2016,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5
2512,2513,06/12/2018,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66
2513,2514,17/11/2017,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.96799999999999
2514,2515,17/11/2017,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992
2515,2516,10/09/2015,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32
2516,2517,22/11/2015,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656
2517,2518,07/05/2018,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93
2518,2519,21/10/2017,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16
2519,2520,21/10/2017,OFF-LA-10003223,Office Supplies,Labels,Avery 508,29.46
2520,2521,21/10/2017,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59
2521,2522,21/10/2017,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96
2522,2523,21/10/2017,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5
2523,2524,21/10/2017,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6
2524,2525,10/04/2016,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048
2525,2526,10/04/2016,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488000000000003
2526,2527,10/04/2016,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9
2527,2528,10/04/2016,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648
2528,2529,10/04/2016,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968
2529,2530,29/10/2015,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368
2530,2531,21/08/2015,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2
2531,2532,21/08/2015,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96
2532,2533,21/08/2015,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,12.67
2533,2534,21/08/2015,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96
2534,2535,18/08/2018,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632
2535,2536,08/09/2016,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32
2536,2537,29/01/2016,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986
2537,2538,29/01/2016,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976
2538,2539,29/01/2016,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37
2539,2540,16/07/2016,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704
2540,2541,16/07/2016,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.1519999999999
2541,2542,04/05/2017,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.88799999999999
2542,2543,01/10/2015,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952
2543,2544,14/09/2017,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94
2544,2545,14/09/2017,OFF-LA-10000248,Office Supplies,Labels,Avery 52,14.76
2545,2546,20/04/2018,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92
2546,2547,20/04/2018,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833
2547,2548,22/08/2016,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.3040000000000003
2548,2549,22/08/2016,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96
2549,2550,22/08/2016,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,313.024
2550,2551,22/08/2016,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04
2551,2552,23/11/2018,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
2552,2553,23/11/2018,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,21.96
2553,2554,18/09/2017,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,25.92
2554,2555,20/08/2017,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.544
2555,2556,30/09/2016,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50.0
2556,2557,14/10/2017,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.711999999999996
2557,2558,30/03/2016,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992000000000001
2558,2559,04/06/2016,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86
2559,2560,04/06/2016,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75
2560,2561,04/06/2016,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
2561,2562,31/12/2016,OFF-LA-10003190,Office Supplies,Labels,Avery 474,9.216000000000001
2562,2563,31/12/2016,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,10.368
2563,2564,22/03/2016,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02
2564,2565,22/03/2016,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82
2565,2566,24/12/2018,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71.0
2566,2567,03/11/2018,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12
2567,2568,03/11/2018,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62
2568,2569,11/09/2018,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08
2569,2570,27/12/2018,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,164.388
2570,2571,27/12/2018,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,13.248
2571,2572,21/07/2018,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912
2572,2573,15/08/2017,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944
